Date,Time,Visitor,G,Home,G,,Att.,LOG,Notes
2024-11-19,10:00 PM,New York Rangers,4,Vancouver Canucks,3,,18688,2:34,
2024-11-19,8:00 PM,Florida Panthers,3,Winnipeg Jets,6,,15225,2:29,
2024-11-20,8:00 PM,San Jose Sharks,2,Dallas Stars,5,,18532,2:28,
2024-11-20,10:30 PM,Buffalo Sabres,1,Los Angeles Kings,0,,16778,2:24,
2024-11-20,7:30 PM,Carolina Hurricanes,4,Philadelphia Flyers,1,,17535,2:24,
2024-11-20,10:00 PM,Nashville Predators,0,Seattle Kraken,3,,17151,2:31,
2024-11-20,7:30 PM,Vegas Golden Knights,0,Toronto Maple Leafs,3,,18853,2:32,
2024-11-21,7:00 PM,Utah Hockey Club,0,Boston Bruins,1,,17850,2:34,
2024-11-21,7:00 PM,Tampa Bay Lightning,6,Columbus Blue Jackets,7,OT,16260,2:32,
2024-11-21,9:00 PM,New York Rangers,2,Calgary Flames,3,,17033,2:33,
2024-11-21,8:30 PM,Florida Panthers,1,Chicago Blackhawks,3,,19107,2:25,
2024-11-21,7:00 PM,New York Islanders,1,Detroit Red Wings,2,,19013,2:21,
2024-11-21,9:00 PM,Minnesota Wild,5,Edmonton Oilers,3,,18347,2:39,
2024-11-21,7:00 PM,Carolina Hurricanes,2,New Jersey Devils,4,,16086,2:23,
2024-11-21,7:00 PM,Vegas Golden Knights,3,Ottawa Senators,2,,16822,2:32,
2024-11-21,8:00 PM,San Jose Sharks,2,St. Louis Blues,3,SO,17273,2:39,
2024-11-21,7:00 PM,Colorado Avalanche,2,Washington Capitals,1,,17414,2:36,
2024-11-22,10:00 PM,Buffalo Sabres,3,Anaheim Ducks,2,OT,13776,2:27,
2024-11-22,7:00 PM,Winnipeg Jets,4,Pittsburgh Penguins,1,,15232,2:27,
2024-11-23,7:00 PM,Carolina Hurricanes,4,Columbus Blue Jackets,5,SO,16013,2:46,
2024-11-23,4:00 PM,Minnesota Wild,3,Calgary Flames,4,SO,17116,2:35,
2024-11-23,7:00 PM,Boston Bruins,2,Detroit Red Wings,1,,19515,2:31,
2024-11-23,10:00 PM,New York Rangers,2,Edmonton Oilers,6,,18347,2:22,
2024-11-23,6:00 PM,Colorado Avalanche,7,Florida Panthers,4,,18638,2:35,
2024-11-23,4:00 PM,Seattle Kraken,1,Los Angeles Kings,2,,18145,2:20,
2024-11-23,7:00 PM,Vegas Golden Knights,6,Montreal Canadiens,2,,21105,2:25,
2024-11-23,7:00 PM,Winnipeg Jets,1,Nashville Predators,4,,17159,2:28,
2024-11-23,7:30 PM,St. Louis Blues,1,New York Islanders,3,,17255,2:25,
2024-11-23,7:00 PM,Vancouver Canucks,4,Ottawa Senators,3,,18995,2:34,
2024-11-23,1:00 PM,Chicago Blackhawks,2,Philadelphia Flyers,3,OT,18714,2:29,
2024-11-23,7:00 PM,Utah Hockey Club,6,Pittsburgh Penguins,1,,16324,2:32,
2024-11-23,8:00 PM,Buffalo Sabres,4,San Jose Sharks,2,,17435,2:40,
2024-11-23,7:00 PM,Dallas Stars,4,Tampa Bay Lightning,2,,19092,2:34,
2024-11-23,7:00 PM,New Jersey Devils,3,Washington Capitals,2,,18573,2:31,
2024-11-24,7:00 PM,Utah Hockey Club,2,Toronto Maple Leafs,3,,18641,2:32,
2024-11-25,10:00 PM,Seattle Kraken,3,Anaheim Ducks,2,,15331,2:27,
2024-11-25,7:00 PM,Dallas Stars,4,Carolina Hurricanes,6,,18812,2:35,
2024-11-25,7:00 PM,Washington Capitals,4,Florida Panthers,1,,18504,2:31,
2024-11-25,8:00 PM,Winnipeg Jets,4,Minnesota Wild,1,,17686,2:27,
2024-11-25,7:00 PM,Nashville Predators,2,New Jersey Devils,5,,16514,2:31,
2024-11-25,7:30 PM,Detroit Red Wings,4,New York Islanders,2,,14900,2:18,
2024-11-25,7:00 PM,St. Louis Blues,5,New York Rangers,2,,18006,2:23,
2024-11-25,7:30 PM,Calgary Flames,3,Ottawa Senators,4,,17196,2:40,
2024-11-25,7:00 PM,Vegas Golden Knights,5,Philadelphia Flyers,4,SO,18050,2:43,
2024-11-25,10:30 PM,Los Angeles Kings,2,San Jose Sharks,7,,10713,2:27,
2024-11-25,7:00 PM,Colorado Avalanche,2,Tampa Bay Lightning,8,,19092,2:26,
2024-11-26,7:00 PM,Vancouver Canucks,2,Boston Bruins,0,,17850,2:36,
2024-11-26,7:00 PM,Utah Hockey Club,3,Montreal Canadiens,2,OT,21105,2:30,
2024-11-27,7:00 PM,Minnesota Wild,1,Buffalo Sabres,0,,17326,2:24,
2024-11-27,7:00 PM,New York Rangers,3,Carolina Hurricanes,4,,18905,2:24,
2024-11-27,7:30 PM,Montreal Canadiens,4,Columbus Blue Jackets,3,OT,15485,2:33,
2024-11-27,8:30 PM,Dallas Stars,2,Chicago Blackhawks,6,,19144,2:23,
2024-11-27,10:00 PM,Vegas Golden Knights,1,Colorado Avalanche,2,SO,18078,2:38,
2024-11-27,7:30 PM,Calgary Flames,1,Detroit Red Wings,2,OT,19515,2:36,
2024-11-27,7:30 PM,Toronto Maple Leafs,1,Florida Panthers,5,,18563,2:30,
2024-11-27,10:00 PM,Winnipeg Jets,1,Los Angeles Kings,4,,17395,2:29,
2024-11-27,7:00 PM,St. Louis Blues,3,New Jersey Devils,0,,16043,2:24,
2024-11-27,8:00 PM,Philadelphia Flyers,3,Nashville Predators,2,OT,17159,2:29,
2024-11-27,7:30 PM,Boston Bruins,6,New York Islanders,3,,16145,2:25,
2024-11-27,7:30 PM,Vancouver Canucks,4,Pittsburgh Penguins,5,,16016,2:20,
2024-11-27,10:00 PM,Anaheim Ducks,5,Seattle Kraken,2,,17151,2:37,
2024-11-27,10:30 PM,Ottawa Senators,4,San Jose Sharks,3,,10778,2:23,
2024-11-27,7:30 PM,Washington Capitals,5,Tampa Bay Lightning,4,,19092,2:37,
2024-11-29,3:30 PM,Los Angeles Kings,2,Anaheim Ducks,1,,17174,2:25,
2024-11-29,6:30 PM,Pittsburgh Penguins,2,Boston Bruins,1,,17850,2:31,
2024-11-29,3:00 PM,Vancouver Canucks,4,Buffalo Sabres,3,OT,18059,2:32,
2024-11-29,3:00 PM,Florida Panthers,6,Carolina Hurricanes,3,,18920,2:31,
2024-11-29,3:00 PM,Calgary Flames,2,Columbus Blue Jackets,5,,17035,2:40,
2024-11-29,9:00 PM,Colorado Avalanche,3,Dallas Stars,5,,18532,2:35,
2024-11-29,3:00 PM,New Jersey Devils,5,Detroit Red Wings,4,,19515,2:39,
2024-11-29,2:00 PM,Chicago Blackhawks,2,Minnesota Wild,3,,18532,2:19,
2024-11-29,3:00 PM,Tampa Bay Lightning,3,Nashville Predators,2,OT,18228,2:32,
2024-11-29,1:00 PM,New York Rangers,1,Philadelphia Flyers,3,,19346,2:24,
2024-11-29,3:30 PM,Seattle Kraken,5,San Jose Sharks,8,,14795,2:27,
2024-11-29,9:00 PM,Edmonton Oilers,4,Utah Hockey Club,3,OT,11131,2:30,
2024-11-29,8:30 PM,Winnipeg Jets,3,Vegas Golden Knights,4,,18044,2:22,
2024-11-29,3:00 PM,New York Islanders,4,Washington Capitals,5,OT,18573,2:41,
2024-11-30,10:00 PM,Edmonton Oilers,4,Colorado Avalanche,1,,18080,2:27,
2024-11-30,4:00 PM,Carolina Hurricanes,0,Florida Panthers,6,,18648,2:39,
2024-11-30,7:00 PM,Ottawa Senators,2,Los Angeles Kings,5,,16808,2:24,
2024-11-30,8:00 PM,Nashville Predators,2,Minnesota Wild,3,OT,19064,2:22,
2024-11-30,7:00 PM,Washington Capitals,6,New Jersey Devils,5,,16514,2:40,
2024-11-30,7:30 PM,Buffalo Sabres,0,New York Islanders,3,,16299,2:32,
2024-11-30,1:00 PM,Montreal Canadiens,3,New York Rangers,4,,18006,2:47,
2024-11-30,7:00 PM,Calgary Flames,2,Pittsburgh Penguins,6,,16060,2:30,
2024-11-30,10:00 PM,San Jose Sharks,4,Seattle Kraken,2,,17151,2:30,
2024-11-30,7:00 PM,Philadelphia Flyers,3,St. Louis Blues,2,OT,16863,2:25,
2024-11-30,7:00 PM,Toronto Maple Leafs,5,Tampa Bay Lightning,3,,19092,2:35,
2024-11-30,10:00 PM,Utah Hockey Club,6,Vegas Golden Knights,0,,17666,2:22,
2024-12-01,8:00 PM,Ottawa Senators,3,Anaheim Ducks,4,SO,15144,2:39,
2024-12-01,3:00 PM,Montreal Canadiens,3,Boston Bruins,6,,17850,2:33,
2024-12-01,3:00 PM,Columbus Blue Jackets,6,Chicago Blackhawks,3,,17393,2:30,
2024-12-01,4:30 PM,Winnipeg Jets,1,Dallas Stars,3,,18532,2:27,
2024-12-01,12:30 PM,Vancouver Canucks,5,Detroit Red Wings,4,OT,19515,2:42,
2024-12-02,7:00 PM,New Jersey Devils,5,New York Rangers,1,,18006,2:32,
2024-12-02,7:30 PM,Chicago Blackhawks,1,Toronto Maple Leafs,4,,18557,2:16,
2024-12-02,9:00 PM,Dallas Stars,2,Utah Hockey Club,1,,11131,2:25,
2024-12-03,7:00 PM,Detroit Red Wings,2,Boston Bruins,3,OT,17950,2:44,
2024-12-03,7:00 PM,Colorado Avalanche,5,Buffalo Sabres,4,,14942,2:27,
2024-12-03,7:00 PM,Seattle Kraken,4,Carolina Hurricanes,2,,18700,2:26,
2024-12-03,9:00 PM,Columbus Blue Jackets,0,Calgary Flames,3,,17386,2:27,
2024-12-03,8:00 PM,Vancouver Canucks,2,Minnesota Wild,3,OT,18076,2:30,
2024-12-03,7:00 PM,New York Islanders,1,Montreal Canadiens,2,OT,21105,2:25,
2024-12-03,7:00 PM,Florida Panthers,4,Pittsburgh Penguins,5,OT,15502,2:36,
2024-12-03,10:00 PM,Edmonton Oilers,0,Vegas Golden Knights,1,,17887,2:24,
2024-12-03,8:00 PM,St. Louis Blues,4,Winnipeg Jets,1,,13100,2:23,
2024-12-03,7:00 PM,San Jose Sharks,2,Washington Capitals,1,OT,17859,2:27,
2024-12-04,10:00 PM,Vegas Golden Knights,4,Anaheim Ducks,1,,13188,2:23,
2024-12-04,7:30 PM,Boston Bruins,4,Chicago Blackhawks,2,,19179,2:22,
2024-12-04,10:00 PM,Dallas Stars,2,Los Angeles Kings,3,,15010,2:22,
2024-12-04,7:30 PM,Nashville Predators,2,Toronto Maple Leafs,3,,18611,2:26,
2024-12-05,7:00 PM,Winnipeg Jets,3,Buffalo Sabres,2,OT,14497,2:49,
2024-12-05,7:00 PM,Colorado Avalanche,3,Carolina Hurricanes,5,,18700,2:28,
2024-12-05,9:00 PM,St. Louis Blues,4,Calgary Flames,3,OT,17060,2:44,
2024-12-05,9:00 PM,Columbus Blue Jackets,3,Edmonton Oilers,6,,18347,2:27,
2024-12-05,7:00 PM,Nashville Predators,0,Montreal Canadiens,3,,21105,2:29,
2024-12-05,7:30 PM,Seattle Kraken,5,New York Islanders,2,,14877,2:24,
2024-12-05,7:00 PM,Detroit Red Wings,1,Ottawa Senators,2,,16739,2:37,
2024-12-05,7:00 PM,Florida Panthers,7,Philadelphia Flyers,5,,18206,2:40,
2024-12-05,7:00 PM,San Jose Sharks,1,Tampa Bay Lightning,8,,19092,2:28,
2024-12-06,10:00 PM,Minnesota Wild,5,Anaheim Ducks,1,,15171,2:28,
2024-12-06,7:00 PM,Seattle Kraken,2,New Jersey Devils,3,,15582,2:19,
2024-12-06,7:30 PM,Pittsburgh Penguins,2,New York Rangers,4,,18006,2:29,
2024-12-06,7:00 PM,Washington Capitals,3,Toronto Maple Leafs,1,,18723,2:28,
2024-12-06,10:00 PM,Columbus Blue Jackets,2,Vancouver Canucks,5,,18529,2:34,
2024-12-06,10:00 PM,Dallas Stars,2,Vegas Golden Knights,3,,17961,2:35,
2024-12-07,1:00 PM,Philadelphia Flyers,3,Boston Bruins,4,OT,17850,2:38,
2024-12-07,1:00 PM,Utah Hockey Club,5,Buffalo Sabres,2,,15071,2:30,
2024-12-07,4:00 PM,Winnipeg Jets,4,Chicago Blackhawks,2,,18581,2:18,
2024-12-07,7:00 PM,Colorado Avalanche,2,Detroit Red Wings,1,,19515,2:29,
2024-12-07,10:00 PM,St. Louis Blues,2,Edmonton Oilers,4,,18347,2:28,
2024-12-07,6:00 PM,San Jose Sharks,1,Florida Panthers,3,,18646,2:34,
2024-12-07,8:00 PM,Minnesota Wild,1,Los Angeles Kings,4,,18145,2:24,
2024-12-07,7:00 PM,Washington Capitals,4,Montreal Canadiens,2,,21105,2:29,
2024-12-07,5:00 PM,Carolina Hurricanes,3,New York Islanders,4,,15619,2:28,
2024-12-07,7:00 PM,Nashville Predators,1,Ottawa Senators,3,,16741,2:37,
2024-12-07,7:00 PM,Toronto Maple Leafs,2,Pittsburgh Penguins,5,,17290,2:24,
2024-12-08,8:00 PM,Calgary Flames,2,Dallas Stars,6,,18532,2:35,
2024-12-08,7:00 PM,Colorado Avalanche,4,New Jersey Devils,0,,15044,2:24,
2024-12-08,1:00 PM,Seattle Kraken,7,New York Rangers,5,,18006,2:34,
2024-12-08,5:00 PM,New York Islanders,4,Ottawa Senators,2,,15878,2:23,
2024-12-08,7:30 PM,Utah Hockey Club,4,Philadelphia Flyers,2,,17462,2:32,
2024-12-08,4:00 PM,Tampa Bay Lightning,4,Vancouver Canucks,2,,18290,2:20,
2024-12-08,6:00 PM,Columbus Blue Jackets,4,Winnipeg Jets,1,,13887,2:21,
2024-12-09,7:00 PM,Detroit Red Wings,6,Buffalo Sabres,5,SO,14559,2:42,
2024-12-09,7:30 PM,Anaheim Ducks,2,Montreal Canadiens,3,SO,21105,2:39,
2024-12-09,7:00 PM,Chicago Blackhawks,2,New York Rangers,1,,18006,2:14,
2024-12-10,7:00 PM,San Jose Sharks,2,Carolina Hurricanes,3,,18700,2:26,
2024-12-10,7:00 PM,Philadelphia Flyers,5,Columbus Blue Jackets,3,,15467,2:19,
2024-12-10,9:00 PM,Tampa Bay Lightning,1,Edmonton Oilers,2,,18347,2:32,
2024-12-10,7:00 PM,Toronto Maple Leafs,2,New Jersey Devils,1,OT,16091,2:30,
2024-12-10,8:00 PM,Calgary Flames,4,Nashville Predators,3,,17159,2:24,
2024-12-10,7:30 PM,Los Angeles Kings,3,New York Islanders,1,,15402,2:15,
2024-12-10,7:00 PM,Colorado Avalanche,6,Pittsburgh Penguins,2,,15632,2:33,
2024-12-10,10:00 PM,Florida Panthers,2,Seattle Kraken,1,SO,17151,2:38,
2024-12-10,9:30 PM,Minnesota Wild,5,Utah Hockey Club,4,SO,11131,2:46,
2024-12-10,10:00 PM,St. Louis Blues,4,Vancouver Canucks,3,OT,18754,2:35,
2024-12-10,8:00 PM,Boston Bruins,1,Winnipeg Jets,8,,12921,2:37,
2024-12-11,7:00 PM,New York Rangers,3,Buffalo Sabres,2,,15815,2:35,
2024-12-11,7:30 PM,Anaheim Ducks,1,Ottawa Senators,5,,16893,2:31,
2024-12-12,7:00 PM,Washington Capitals,2,Columbus Blue Jackets,1,OT,15962,2:33,
2024-12-12,9:00 PM,Tampa Bay Lightning,8,Calgary Flames,3,,17028,2:30,
2024-12-12,9:00 PM,Utah Hockey Club,4,Colorado Avalanche,1,,18031,2:24,
2024-12-12,8:00 PM,Nashville Predators,4,Dallas Stars,1,,18532,2:29,
2024-12-12,8:30 PM,Edmonton Oilers,7,Minnesota Wild,1,,18394,2:23,
2024-12-12,7:00 PM,Pittsburgh Penguins,9,Montreal Canadiens,2,,21105,2:23,
2024-12-12,7:00 PM,Los Angeles Kings,1,New Jersey Devils,3,,15051,2:21,
2024-12-12,7:30 PM,Chicago Blackhawks,4,New York Islanders,5,,16170,2:26,
2024-12-12,7:00 PM,Detroit Red Wings,1,Philadelphia Flyers,4,,18377,2:20,
2024-12-12,10:00 PM,Boston Bruins,1,Seattle Kraken,5,,17151,2:24,
2024-12-12,8:00 PM,San Jose Sharks,4,St. Louis Blues,3,,18096,2:18,
2024-12-12,7:00 PM,Anaheim Ducks,2,Toronto Maple Leafs,3,,18688,2:23,
2024-12-12,10:00 PM,Florida Panthers,0,Vancouver Canucks,4,,18614,2:25,
2024-12-12,8:00 PM,Vegas Golden Knights,3,Winnipeg Jets,2,OT,13320,2:28,
2024-12-13,7:00 PM,Ottawa Senators,3,Carolina Hurricanes,0,,18700,2:31,
2024-12-14,7:00 PM,Anaheim Ducks,4,Columbus Blue Jackets,3,OT,17663,2:30,
2024-12-14,10:00 PM,Florida Panthers,0,Calgary Flames,3,,18018,2:25,
2024-12-14,9:00 PM,Nashville Predators,2,Colorado Avalanche,5,,18049,2:36,
2024-12-14,8:00 PM,St. Louis Blues,1,Dallas Stars,2,OT,18532,2:39,
2024-12-14,7:00 PM,Toronto Maple Leafs,2,Detroit Red Wings,4,,19515,2:23,
2024-12-14,4:00 PM,Vegas Golden Knights,3,Edmonton Oilers,6,,18347,2:35,
2024-12-14,2:00 PM,Philadelphia Flyers,1,Minnesota Wild,4,,18076,2:27,
2024-12-14,1:00 PM,Chicago Blackhawks,1,New Jersey Devils,4,,16514,2:17,
2024-12-14,1:00 PM,Los Angeles Kings,5,New York Rangers,1,,18006,2:25,
2024-12-14,7:00 PM,Pittsburgh Penguins,2,Ottawa Senators,3,OT,18892,2:25,
2024-12-14,10:00 PM,Tampa Bay Lightning,5,Seattle Kraken,1,,17151,2:26,
2024-12-14,10:00 PM,Utah Hockey Club,4,San Jose Sharks,3,,17213,2:33,
2024-12-14,10:00 PM,Boston Bruins,5,Vancouver Canucks,1,,18787,2:31,
2024-12-14,7:00 PM,Montreal Canadiens,2,Winnipeg Jets,4,,15225,2:28,
2024-12-14,7:00 PM,Buffalo Sabres,2,Washington Capitals,4,,18573,2:32,
2024-12-15,5:00 PM,Columbus Blue Jackets,1,Carolina Hurricanes,4,,18700,2:36,
2024-12-15,3:00 PM,New York Islanders,3,Chicago Blackhawks,5,,19264,2:26,
2024-12-15,6:00 PM,Vegas Golden Knights,3,Minnesota Wild,2,,18771,2:34,
2024-12-15,6:00 PM,New York Rangers,2,St. Louis Blues,3,,17569,2:33,
2024-12-15,5:00 PM,Buffalo Sabres,3,Toronto Maple Leafs,5,,18588,2:34,
2024-12-16,8:00 PM,Washington Capitals,1,Dallas Stars,3,,18532,2:37,
2024-12-16,8:30 PM,Florida Panthers,6,Edmonton Oilers,5,,18347,2:39,
2024-12-16,10:30 PM,Colorado Avalanche,1,Vancouver Canucks,3,,18856,2:24,
2024-12-17,7:30 PM,New York Islanders,0,Carolina Hurricanes,4,,18700,2:25,
2024-12-17,9:00 PM,Boston Bruins,4,Calgary Flames,3,OT,17536,2:28,
2024-12-17,8:30 PM,Washington Capitals,2,Chicago Blackhawks,3,,18511,2:22,
2024-12-17,7:00 PM,Buffalo Sabres,1,Montreal Canadiens,6,,21105,2:30,
2024-12-17,8:00 PM,New York Rangers,0,Nashville Predators,2,,17159,2:29,
2024-12-17,7:00 PM,Los Angeles Kings,2,Pittsburgh Penguins,3,OT,15011,2:28,
2024-12-17,10:00 PM,Ottawa Senators,3,Seattle Kraken,0,,17151,2:23,
2024-12-17,10:30 PM,Winnipeg Jets,4,San Jose Sharks,3,,10958,2:24,
2024-12-17,8:00 PM,New Jersey Devils,4,St. Louis Blues,1,,18096,2:37,
2024-12-17,7:00 PM,Columbus Blue Jackets,3,Tampa Bay Lightning,5,,19092,2:34,
2024-12-18,10:00 PM,Winnipeg Jets,2,Anaheim Ducks,3,,16260,2:30,
2024-12-18,7:30 PM,Toronto Maple Leafs,5,Dallas Stars,3,,18532,2:30,
2024-12-18,7:00 PM,Philadelphia Flyers,4,Detroit Red Wings,6,,19515,2:22,
2024-12-18,9:30 PM,Florida Panthers,6,Minnesota Wild,1,,17423,2:39,
2024-12-18,10:00 PM,Vancouver Canucks,2,Utah Hockey Club,3,OT,11131,2:31,
2024-12-19,7:00 PM,New Jersey Devils,2,Columbus Blue Jackets,4,,15793,2:28,
2024-12-19,9:00 PM,Ottawa Senators,3,Calgary Flames,2,OT,17271,2:35,
2024-12-19,8:30 PM,Seattle Kraken,1,Chicago Blackhawks,3,,18991,2:27,
2024-12-19,9:00 PM,Boston Bruins,2,Edmonton Oilers,3,OT,18347,2:28,
2024-12-19,8:00 PM,Pittsburgh Penguins,5,Nashville Predators,4,OT,17159,2:30,
2024-12-19,7:30 PM,Los Angeles Kings,7,Philadelphia Flyers,3,,18551,2:30,
2024-12-19,10:30 PM,Colorado Avalanche,4,San Jose Sharks,2,,12517,2:37,
2024-12-19,7:00 PM,St. Louis Blues,1,Tampa Bay Lightning,3,,19092,2:28,
2024-12-19,10:00 PM,Vancouver Canucks,1,Vegas Golden Knights,3,,17779,2:15,
2024-12-20,10:00 PM,Colorado Avalanche,4,Anaheim Ducks,2,,16226,2:31,
2024-12-20,7:00 PM,Toronto Maple Leafs,6,Buffalo Sabres,3,,18267,2:28,
2024-12-20,8:00 PM,New York Rangers,3,Dallas Stars,1,,18532,2:35,
2024-12-20,7:00 PM,Montreal Canadiens,4,Detroit Red Wings,3,,19515,2:31,
2024-12-20,7:00 PM,St. Louis Blues,1,Florida Panthers,2,OT,18522,2:32,
2024-12-20,8:00 PM,Utah Hockey Club,2,Minnesota Wild,1,,18088,2:24,
2024-12-20,7:00 PM,Carolina Hurricanes,1,Washington Capitals,3,,18573,2:35,
2024-12-21,7:00 PM,Buffalo Sabres,1,Boston Bruins,3,,17850,2:25,
2024-12-21,4:00 PM,Chicago Blackhawks,4,Calgary Flames,6,,18760,2:35,
2024-12-21,4:00 PM,San Jose Sharks,2,Edmonton Oilers,3,OT,18347,2:23,
2024-12-21,7:00 PM,Detroit Red Wings,1,Montreal Canadiens,5,,21105,2:23,
2024-12-21,7:00 PM,Pittsburgh Penguins,0,New Jersey Devils,3,,16514,2:23,
2024-12-21,1:30 PM,Los Angeles Kings,2,Nashville Predators,3,OT,17159,2:23,
2024-12-21,7:00 PM,Columbus Blue Jackets,4,Philadelphia Flyers,5,OT,18644,2:36,
2024-12-21,7:00 PM,New York Islanders,6,Toronto Maple Leafs,3,,18912,2:21,
2024-12-21,10:00 PM,Ottawa Senators,5,Vancouver Canucks,4,OT,18940,2:30,
2024-12-21,10:00 PM,Seattle Kraken,2,Vegas Golden Knights,6,,17862,2:34,
2024-12-21,7:00 PM,Minnesota Wild,0,Winnipeg Jets,5,,15225,2:19,
2024-12-22,8:00 PM,Seattle Kraken,2,Colorado Avalanche,5,,18089,2:25,
2024-12-22,8:00 PM,Ottawa Senators,1,Edmonton Oilers,3,,18347,2:22,
2024-12-22,12:30 PM,Carolina Hurricanes,3,New York Rangers,1,,18006,2:26,
2024-12-22,5:00 PM,Florida Panthers,4,Tampa Bay Lightning,2,,19092,2:29,
2024-12-22,5:00 PM,Anaheim Ducks,5,Utah Hockey Club,4,SO,11131,2:45,
2024-12-22,5:00 PM,Los Angeles Kings,1,Washington Capitals,3,,18573,2:24,
2024-12-23,7:00 PM,Washington Capitals,1,Boston Bruins,4,,17850,2:32,
2024-12-23,7:00 PM,Montreal Canadiens,4,Columbus Blue Jackets,5,,17875,2:37,
2024-12-23,7:00 PM,St. Louis Blues,4,Detroit Red Wings,0,,19515,2:18,
2024-12-23,7:00 PM,Tampa Bay Lightning,4,Florida Panthers,0,,19544,2:42,
2024-12-23,8:00 PM,Chicago Blackhawks,3,Minnesota Wild,4,,19067,2:20,
2024-12-23,1:00 PM,New York Rangers,0,New Jersey Devils,5,,16514,2:23,
2024-12-23,8:00 PM,Carolina Hurricanes,2,Nashville Predators,5,,17159,2:28,
2024-12-23,7:30 PM,Buffalo Sabres,7,New York Islanders,1,,17255,2:30,
2024-12-23,7:00 PM,Philadelphia Flyers,3,Pittsburgh Penguins,7,,18290,2:20,
2024-12-23,2:00 PM,Winnipeg Jets,5,Toronto Maple Leafs,2,,18923,2:28,
2024-12-23,9:00 PM,Dallas Stars,3,Utah Hockey Club,2,,11131,2:27,
2024-12-23,9:00 PM,San Jose Sharks,3,Vancouver Canucks,4,,18791,2:41,
2024-12-23,10:00 PM,Anaheim Ducks,1,Vegas Golden Knights,3,,18009,2:31,
2024-12-27,7:00 PM,Chicago Blackhawks,2,Buffalo Sabres,6,,19070,2:21,
2024-12-27,7:00 PM,Boston Bruins,2,Columbus Blue Jackets,6,,18821,2:24,
2024-12-27,8:00 PM,Minnesota Wild,3,Dallas Stars,2,OT,18532,2:25,
2024-12-27,7:00 PM,Toronto Maple Leafs,5,Detroit Red Wings,2,,19515,2:20,
2024-12-27,7:00 PM,Carolina Hurricanes,2,New Jersey Devils,4,,16629,2:22,
2024-12-27,10:30 PM,Vegas Golden Knights,6,San Jose Sharks,3,,17435,2:30,
2024-12-27,8:00 PM,Nashville Predators,4,St. Louis Blues,7,,18096,2:39,
2024-12-27,9:30 PM,Colorado Avalanche,4,Utah Hockey Club,1,,11131,2:33,
2024-12-28,4:00 PM,Philadelphia Flyers,3,Anaheim Ducks,1,,16472,2:24,
2024-12-28,7:00 PM,Columbus Blue Jackets,0,Boston Bruins,4,,17850,2:22,
2024-12-28,7:00 PM,New Jersey Devils,2,Carolina Hurricanes,5,,18825,2:36,
2024-12-28,1:00 PM,Montreal Canadiens,4,Florida Panthers,0,,19483,2:23,
2024-12-28,4:00 PM,Edmonton Oilers,3,Los Angeles Kings,4,OT,18145,2:31,
2024-12-28,7:30 PM,Pittsburgh Penguins,3,New York Islanders,6,,17255,2:33,
2024-12-28,10:00 PM,Calgary Flames,3,San Jose Sharks,1,,17435,2:25,
2024-12-28,7:00 PM,New York Rangers,2,Tampa Bay Lightning,6,,19092,2:41,
2024-12-28,7:00 PM,Washington Capitals,5,Toronto Maple Leafs,2,,19125,2:22,
2024-12-28,4:00 PM,Seattle Kraken,5,Vancouver Canucks,4,OT,18905,2:27,
2024-12-28,7:00 PM,Ottawa Senators,2,Winnipeg Jets,4,,14734,2:21,
2024-12-29,4:00 PM,Edmonton Oilers,3,Anaheim Ducks,5,,16010,2:20,
2024-12-29,8:30 PM,Dallas Stars,5,Chicago Blackhawks,1,,20627,2:26,
2024-12-29,5:00 PM,Washington Capitals,2,Detroit Red Wings,4,,19515,2:30,
2024-12-29,9:00 PM,Philadelphia Flyers,4,Los Angeles Kings,5,,18145,2:25,
2024-12-29,8:00 PM,Ottawa Senators,3,Minnesota Wild,1,,18989,2:31,
2024-12-29,5:30 PM,New York Islanders,2,Pittsburgh Penguins,3,,18357,2:33,
2024-12-29,3:00 PM,Buffalo Sabres,4,St. Louis Blues,2,,18096,2:28,
2024-12-29,5:00 PM,Montreal Canadiens,5,Tampa Bay Lightning,2,,19092,2:32,
2024-12-29,8:00 PM,Calgary Flames,0,Vegas Golden Knights,3,,18269,2:32,
2024-12-30,7:00 PM,New York Rangers,3,Florida Panthers,5,,19556,2:30,
2024-12-30,8:00 PM,Utah Hockey Club,2,Seattle Kraken,5,,17151,2:36,
2024-12-30,7:30 PM,Nashville Predators,0,Winnipeg Jets,3,,15225,2:26,
2024-12-31,8:00 PM,New Jersey Devils,2,Anaheim Ducks,3,,17174,2:34,
2024-12-31,8:00 PM,Carolina Hurricanes,3,Columbus Blue Jackets,4,SO,17712,2:47,
2024-12-31,9:00 PM,Vancouver Canucks,1,Calgary Flames,3,,19289,2:38,
2024-12-31,5:00 PM,St. Louis Blues,6,Chicago Blackhawks,2,,40933,2:39,at Wrigley Field (Chicago IL)
2024-12-31,8:00 PM,Winnipeg Jets,2,Colorado Avalanche,5,,18094,2:18,
2024-12-31,8:00 PM,Buffalo Sabres,2,Dallas Stars,4,,18532,2:22,
2024-12-31,8:00 PM,Pittsburgh Penguins,2,Detroit Red Wings,4,,19515,2:22,
2024-12-31,9:00 PM,Utah Hockey Club,1,Edmonton Oilers,4,,18347,2:20,
2024-12-31,8:00 PM,Nashville Predators,3,Minnesota Wild,5,,19145,2:38,
